FIPS,Name of Area,Qualifying Name,State/U.S.-Abbreviation (USPS),under5,5to9,10to14,15to17,18to24,25to34,35to44,45to54,55to64,65to74,75to84,plus85,totalPop,white,black,nativeAm,asian,pacIsl,other,twomore,employed,unemployed,medhhinc,gini
3.89004E+11,"Beaverton city, OR; Portland-Vancouver-Hillsboro, OR-WA Metro Area","Beaverton city, Oregon (part); Portland-Vancouver-Hillsboro, Portland-Vancouver-Hillsboro",or,5.89,5.83,6.55,3.15,9.08,17.83,14.42,13.53,12.25,6.95,2.69,1.83,94865,74.67,2.04,0.74,11.35,0.56,6.12,4.53,92.09,7.91,59620,0.4271
3.89004E+11,"Hillsboro city, OR; Portland-Vancouver-Hillsboro, OR-WA Metro Area","Hillsboro city, Oregon (part); Portland-Vancouver-Hillsboro, Portland-Vancouver-Hillsboro",or,7.69,7.03,6.5,4.14,8.23,18.21,16.18,12.79,9.55,5.95,2.51,1.22,100462,73.8,1.52,0.96,10.8,0.54,5.87,6.52,93.73,6.27,70180,0.3898
3.89004E+11,"Portland city, OR; Portland-Vancouver-Hillsboro, OR-WA Metro Area","Portland city, Oregon (part); Portland-Vancouver-Hillsboro, Portland-Vancouver-Hillsboro",or,5.66,5.42,4.62,2.71,8.52,19.63,16.79,12.95,12.07,6.95,3.02,1.67,620589,77.73,5.71,0.69,7.58,0.65,2.43,5.2,92.47,7.53,58423,0.4854
3.89005E+11,"Vancouver city, WA; Portland-Vancouver-Hillsboro, OR-WA Metro Area","Vancouver city, Washington (part); Portland-Vancouver-Hillsboro, Portland-Vancouver-Hillsboro",wa,6.59,6.64,6.09,3.75,9.09,15.61,13.83,11.88,12.24,8.02,4.11,2.16,169982,79.09,2.69,0.66,5.16,1.63,5.22,5.56,91.86,8.14,52004,0.4321
3.89205E+11,"Port Lavaca city, TX; Port Lavaca, TX Micro Area","Port Lavaca city, Texas (part); Port Lavaca, Port Lavaca",tx,7.31,7.3,6.64,5.34,9.56,13.16,13.45,12.52,11.37,7.55,3.83,1.97,12374,80.85,4.62,0.07,7.52,0.32,1.37,5.25,91.68,8.32,43515,0.4303
3.89401E+11,"Port St. Lucie city, FL; Port St. Lucie, FL Metro Area","Port St. Lucie city, Florida (part); Port St. Lucie, Port St. Lucie",fl,5.38,6.38,7.15,4.21,7.58,11.87,12.88,13.89,12.34,10.23,5.64,2.44,175652,74.34,17.59,0.3,2.29,0.04,2.68,2.76,90.41,9.59,50829,0.4226
3.90204E+11,"Portsmouth city, OH; Portsmouth, OH Micro Area","Portsmouth city, Ohio (part); Portsmouth, Portsmouth",oh,5.21,5.09,6.74,3.03,13.65,14.2,10.47,11.45,12.58,8.58,5.46,3.54,20393,89.98,5.69,0.44,1.22,0,0.71,1.96,86.96,13.04,27769,0.5127
3.90604E+11,"Pottsville city, PA; Pottsville, PA Micro Area","Pottsville city, Pennsylvania (part); Pottsville, Pottsville",pa,3.92,6.36,5.91,3.6,9.12,11.95,12.71,13.71,12.8,10.11,5.47,4.36,13955,92.7,3.7,0.2,0.42,0,0.33,2.66,91.1,8.9,38484,0.4426
3.914E+11,"Prescott city, AZ; Prescott, AZ Metro Area","Prescott city, Arizona (part); Prescott, Prescott",az,2.87,2.86,4.25,2.42,9.38,8.94,7.31,10.21,17.01,18.29,11.49,4.97,41090,93.51,0.73,1.19,1.2,0.08,1.08,2.2,90.96,9.04,48259,0.4536
3.92205E+11,"Price city, UT; Price, UT Micro Area","Price city, Utah (part); Price, Price",ut,8.83,7.3,9.45,3.92,13.61,13.16,10.57,9.86,10.98,6.86,3.27,2.19,8437,89.42,1.54,0.71,1.14,0.04,4.44,2.71,90.62,9.38,47140,0.3925
3.92604E+11,"Prineville city, OR; Prineville, OR Micro Area","Prineville city, Oregon (part); Prineville, Prineville",or,6.29,5.74,5.5,5.8,7.76,11.75,12.62,11.63,13.24,9.62,6.09,3.96,9419,88.47,1.04,0.68,0.22,0.15,5.57,3.86,87.82,12.18,31669,0.4073
3.93004E+11,"Providence city, RI; Providence-Warwick, RI-MA Metro Area","Providence city, Rhode Island; Providence-Warwick, Providence-Warwick",ri,6.34,6.2,6.27,3.84,18.49,17.34,12.3,11.04,9.06,4.95,2.55,1.61,178851,51.14,15.89,1.31,6.54,0.08,20.9,4.14,89.01,10.99,37366,0.5499
3.93004E+11,"Warwick city, RI; Providence-Warwick, RI-MA Metro Area","Warwick city, Rhode Island; Providence-Warwick, Providence-Warwick",ri,5.13,4.35,5,3.48,6.84,13.42,11.75,15.98,14.88,10.18,5.21,3.78,81881,91.58,1.42,0.18,2.73,0.04,1.94,2.11,93,7,66602,0.4302
3.93405E+11,"Orem city, UT; Provo-Orem, UT Metro Area","Orem city, Utah (part); Provo-Orem, Provo-Orem",ut,10.07,8.13,7.55,4.41,18.03,16.2,10.61,8.3,7.83,5.14,2.76,0.98,93220,88.12,1.08,0.67,2.17,1.12,3.25,3.59,94.22,5.78,56376,0.4314
3.93405E+11,"Provo city, UT; Provo-Orem, UT Metro Area","Provo city, Utah (part); Provo-Orem, Provo-Orem",ut,8.24,6.15,5.09,3.34,36.34,15.97,7.95,5.56,5.29,3,2.07,1,115718,88.55,0.5,0.56,2.5,1.27,3.1,3.52,94.24,5.76,42600,0.4883
3.93801E+11,"Pueblo city, CO; Pueblo, CO Metro Area","Pueblo city, Colorado (part); Pueblo, Pueblo",co,6.52,6.53,6.35,3.56,10.17,13.98,11.36,11.87,12.64,8.78,5.39,2.87,108385,73.22,2.93,3.78,0.74,0.06,14.46,4.82,89.18,10.82,35770,0.4638
3.94205E+11,"Pullman city, WA; Pullman, WA Micro Area","Pullman city, Washington (part); Pullman, Pullman",wa,3.5,3.42,3.43,1.39,51.18,15.01,7.3,5.22,4.38,2.72,1.6,0.84,32176,77.17,2.59,0.5,11.42,0.13,1.98,6.21,89,11,27831,0.5481
3.94601E+11,"Punta Gorda city, FL; Punta Gorda, FL Metro Area","Punta Gorda city, Florida (part); Punta Gorda, Punta Gorda",fl,1.37,0.68,1.24,1.86,5.46,2.96,4.63,9.01,18.65,29.29,17.88,6.98,17721,93.49,4.01,0.11,0.66,0.07,0.46,1.19,88.56,11.44,56119,0.4757
3.95002E+11,"Quincy city, IL; Quincy, IL-MO Micro Area","Quincy city, Illinois (part); Quincy, Quincy",il,6.9,6.36,6.11,3.15,8.92,12.59,11.43,11.76,13.15,9.41,6.48,3.75,40689,89.98,5.73,0.16,1.04,0.13,0.93,2.03,92.79,7.21,42078,0.4511
3.95406E+11,"Racine city, WI; Racine, WI Metro Area","Racine city, Wisconsin (part); Racine, Racine",wi,7.05,8.3,7.86,4.28,10.1,13.77,13.14,12.49,11.66,6.48,3.27,1.6,77931,63.68,22.23,0.6,0.86,0,7.37,5.26,89.15,10.85,41178,0.4352
3.95804E+11,"Raleigh city, NC (part); Raleigh, NC Metro Area","Raleigh city, North Carolina (part); Raleigh, Raleigh",nc,6.38,6.48,5.78,3.24,13.18,18.42,14.94,12.63,9.53,5.47,2.67,1.28,439640,59.56,28.99,0.32,4.6,0.08,3.95,2.49,93.91,6.09,58557,0.4723
3.96605E+11,"Rapid City city, SD; Rapid City, SD Metro Area","Rapid City city, South Dakota (part); Rapid City, Rapid City",sd,6.97,7.54,5.48,3.58,9.39,14.86,10.58,11.95,13.46,8.41,5.12,2.65,72441,79.74,1.33,11,1.38,0.02,0.4,6.13,94.75,5.25,47300,0.4605
3.97005E+11,"Raymondville city, TX; Raymondville, TX Micro Area","Raymondville city, Texas (part); Raymondville, Raymondville",tx,4.94,5.71,5.49,4.39,12.83,18.18,14.94,9.77,8.93,7.99,5.49,1.33,11165,94.89,1.35,0.34,0.17,0,2.62,0.64,83.06,16.94,24167,0.4964
3.97404E+11,"Reading city, PA; Reading, PA Metro Area","Reading city, Pennsylvania (part); Reading, Reading",pa,8.55,8.7,8.08,4.97,12.89,14.36,12.41,12.3,8.42,5.35,2.91,1.07,87899,54.78,11.35,3.19,0.8,0.16,13.16,16.55,81.17,18.83,27247,0.4539
3.97801E+11,"Red Bluff city, CA; Red Bluff, CA Micro Area","Red Bluff city, California (part); Red Bluff, Red Bluff",ca,8.18,8.38,6.96,2.35,8.41,13.32,13.35,12.92,10.27,7.66,6.03,2.19,14065,87.57,0.58,3.54,2.77,0,2.22,3.31,87.22,12.78,30311,0.4288
3.98201E+11,"Redding city, CA; Redding, CA Metro Area","Redding city, California (part); Redding, Redding",ca,5.93,6.24,5.63,3.74,10.46,13.98,10.65,11.85,12.8,10,5.97,2.75,91320,84.34,1.38,2.1,4.81,0,2.7,4.67,91.9,8.1,44573,0.4634
3.98603E+11,"Red Wing city, MN; Red Wing, MN Micro Area","Red Wing city, Minnesota (part); Red Wing, Red Wing",mn,6.33,6.04,5.58,3.8,7.58,11.85,11.38,12.64,14.17,10.61,6.12,3.9,16484,93.64,1.84,2.18,0.63,0,0.1,1.61,93.35,6.65,49236,0.4233
3.99003E+11,"Reno city, NV; Reno, NV Metro Area","Reno city, Nevada (part); Reno, Reno",nv,6.45,6.17,6.04,3.44,11.14,16.26,12.39,12.86,11.67,8.26,3.86,1.47,237121,78.45,2.59,1.09,6.53,0.77,6.19,4.38,92.39,7.61,48815,0.4725
3.99402E+11,"Rexburg city, ID; Rexburg, ID Micro Area","Rexburg city, Idaho (part); Rexburg, Rexburg",id,11.11,5.88,4.54,2.53,39.26,18.23,5.04,4.47,4.23,2.88,0.92,0.9,27114,93.44,0.88,0.02,1.41,0.26,1.59,2.4,89.23,10.77,26445,0.5124
3.99802E+11,"Richmond city, IN; Richmond, IN Micro Area","Richmond city, Indiana (part); Richmond, Richmond",in,6.31,6.16,5.66,3.41,11.2,11.75,11.74,13.58,12.78,9.13,5.44,2.83,36082,83.72,8.13,0.21,1.36,0,2.64,3.94,91.56,8.44,30844,0.4837
4.00605E+11,"Richmond city, VA; Richmond, VA Metro Area","Richmond city, Virginia (part); Richmond, Richmond",va,6.12,5.37,4.24,2.49,14.18,20.31,11.51,12.13,12.13,6.53,3.16,1.85,216773,44.19,48.61,0.46,2.12,0.03,1.08,3.5,90.91,9.09,41187,0.5428
4.00802E+11,"Berea city, KY; Richmond-Berea, KY Micro Area","Berea city, Kentucky (part); Richmond-Berea, Richmond-Berea",ky,5.84,7.46,5.64,4,19.07,13.65,10.7,11.37,9.34,7.76,3.99,1.17,14667,90.78,4.58,0.07,1.07,0,1.17,2.32,93.63,6.37,40141,0.4079
4.00802E+11,"Richmond city, KY; Richmond-Berea, KY Micro Area","Richmond city, Kentucky (part); Richmond-Berea, Richmond-Berea",ky,5.68,5.03,3.91,3.09,30.85,13.1,10.36,8.8,9.59,4.86,2.58,2.15,33583,87.06,8.52,0.2,1.45,0.15,0.45,2.16,91.24,8.76,32436,0.489
4.01005E+11,"Rio Grande City city, TX; Rio Grande City, TX Micro Area","Rio Grande City city, Texas (part); Rio Grande City, Rio Grande City",tx,9.13,7.4,9.04,5.8,10.43,13.51,14.78,9.84,7.79,6.45,4.75,1.1,14242,95.81,0.04,0.19,0.05,0,3.04,0.88,91.82,8.18,31066,0.4884
4.01401E+11,"Chino city, CA; Riverside-San Bernardino-Ontario, CA Metro Area","Chino city, California (part); Riverside-San Bernardino-Ontario, Riverside-San Bernardino-Ontario",ca,6.35,5.88,5.63,3.38,9.79,16.72,15.45,15.63,11.36,6.43,2.44,0.95,83670,51.25,5.68,0.57,11.71,0.22,22.58,7.98,91.02,8.98,72832,0.3965
4.01401E+11,"Corona city, CA; Riverside-San Bernardino-Ontario, CA Metro Area","Corona city, California (part); Riverside-San Bernardino-Ontario, Riverside-San Bernardino-Ontario",ca,6.61,7,7.62,4.76,10.13,14.66,14.63,14.97,10.65,5.39,2.48,1.1,161614,69.93,4.84,0.51,11.46,0.47,8.52,4.27,92.25,7.75,72309,0.4204
4.01401E+11,"Ontario city, CA; Riverside-San Bernardino-Ontario, CA Metro Area","Ontario city, California (part); Riverside-San Bernardino-Ontario, Riverside-San Bernardino-Ontario",ca,7.14,7.87,7.8,4.78,11.3,15.95,14.26,13.15,9.4,4.99,2.27,1.08,169389,48.11,6.15,0.72,5.61,0.35,34.74,4.31,90.67,9.33,54896,0.4008
4.01401E+11,"Redlands city, CA; Riverside-San Bernardino-Ontario, CA Metro Area","Redlands city, California (part); Riverside-San Bernardino-Ontario, Riverside-San Bernardino-Ontario",ca,6.95,6.38,6.52,4.11,11.31,13.76,11.37,12.35,12.52,8.15,4.25,2.33,70442,74.53,5.77,0.67,7.67,0.5,5.51,5.35,92.89,7.11,66514,0.4605
4.01401E+11,"Riverside city, CA; Riverside-San Bernardino-Ontario, CA Metro Area","Riverside city, California (part); Riverside-San Bernardino-Ontario, Riverside-San Bernardino-Ontario",ca,6.64,6.91,6.87,4.42,14.96,15.32,12.47,12.5,9.83,5.61,3.13,1.34,318678,64.84,6.01,0.83,6.87,0.26,16.16,5.02,89.02,10.98,58979,0.4356
4.01401E+11,"San Bernardino city, CA; Riverside-San Bernardino-Ontario, CA Metro Area","San Bernardino city, California (part); Riverside-San Bernardino-Ontario, Riverside-San Bernardino-Ontario",ca,8.58,8.64,7.9,5.16,13.3,15.02,11.9,11.52,9.52,5.09,2.46,0.91,214581,55.89,14.19,0.83,4.99,0.27,18.89,4.93,85.94,14.06,38456,0.454
4.01401E+11,"Temecula city, CA; Riverside-San Bernardino-Ontario, CA Metro Area","Temecula city, California (part); Riverside-San Bernardino-Ontario, Riverside-San Bernardino-Ontario",ca,6.54,7.18,8.86,6.21,9.87,12.14,14.02,15.95,9.62,6.06,2.65,0.9,108965,70.62,4.2,0.86,10.65,0.26,6.61,6.81,91.81,8.19,83840,0.3777
4.01401E+11,"Victorville city, CA; Riverside-San Bernardino-Ontario, CA Metro Area","Victorville city, California (part); Riverside-San Bernardino-Ontario, Riverside-San Bernardino-Ontario",ca,8.91,9.56,8.54,5.64,9.72,15.75,13.56,11.14,8.43,5.37,2.63,0.75,121320,63.78,18.16,0.92,3.52,0.23,7.73,5.68,84.51,15.49,45895,0.4356
4.01806E+11,"Riverton city, WY; Riverton, WY Micro Area","Riverton city, Wyoming (part); Riverton, Riverton",wy,7.71,6.35,5.48,2.66,10.72,16.43,10.49,12.36,11.54,7.79,5.88,2.59,11044,84.19,1.12,7.18,0.23,0.04,3.41,3.83,93.17,6.83,50020,0.4508
4.02205E+11,"Roanoke city, VA; Roanoke, VA Metro Area","Roanoke city, Virginia (part); Roanoke, Roanoke",va,6.91,6.6,5.14,3.38,8.21,15.37,12.98,13.36,13.11,8.29,3.94,2.71,99329,63.76,28.26,0.27,2.71,0.18,1.27,3.55,92.62,7.38,39201,0.464
4.02604E+11,"Roanoke Rapids city, NC; Roanoke Rapids, NC Micro Area","Roanoke Rapids city, North Carolina (part); Roanoke Rapids, Roanoke Rapids",nc,5.38,7.14,10.46,4.3,8.63,10.91,11.53,12.54,11.84,9.1,5.64,2.53,15454,60.28,35.74,0.36,1.17,0,0.95,1.49,90.14,9.86,33844,0.4905
4.03002E+11,"Rochelle city, IL (part); Rochelle, IL Micro Area","Rochelle city, Illinois (part); Rochelle, Rochelle",il,6.15,8.84,7.36,2.45,8.96,15.57,9.23,12.79,11.69,8.93,4.56,3.47,9385,82.74,3.85,0,1.45,0,10.05,1.92,91.95,8.05,44205,0.388
4.03403E+11,"Rochester city, MN; Rochester, MN Metro Area","Rochester city, Minnesota (part); Rochester, Rochester",mn,7.43,6.65,6.5,3.63,8.64,16.48,12.72,12.71,11.27,7.14,4.65,2.19,111396,81.34,6.91,0.36,7.6,0.01,1.16,2.62,95.33,4.67,65195,0.448
4.03804E+11,"Rochester city, NY; Rochester, NY Metro Area","Rochester city, New York (part); Rochester, Rochester",ny,6.81,6.74,6.54,3.61,13.5,18.15,11.59,12.21,10.72,6.03,2.81,1.3,210291,46.14,40.91,0.86,3.4,0.03,4.24,4.41,86.99,13.01,31684,0.4882
4.04202E+11,"Rockford city, IL (part); Rockford, IL Metro Area","Rockford city, Illinois (part); Rockford, Rockford",il,7.24,7.31,6.75,4.2,9.34,13.88,11.57,12.45,12.24,7.71,4.54,2.78,149597,66.42,21.21,0.38,3.23,0,4.7,4.07,86.59,13.41,40143,0.4794
4.04604E+11,"Rockingham city, NC; Rockingham, NC Micro Area","Rockingham city, North Carolina (part); Rockingham, Rockingham",nc,6.27,6.69,5.96,2.33,11.83,12.69,10.86,14.44,12.04,8.21,5.58,3.11,9289,61.35,34.5,1.4,0.51,0,0.54,1.7,86.11,13.89,31698,0.4841
4.05406E+11,"Rock Springs city, WY; Rock Springs, WY Micro Area","Rock Springs city, Wyoming (part); Rock Springs, Rock Springs",wy,8.75,8.19,8.86,2.9,9.36,17.47,13.43,11.3,11.27,4.8,2.88,0.81,23967,90.46,1.27,0.64,0.6,0.57,1.64,4.82,95.07,4.93,71044,0.3843
4.05804E+11,"Rocky Mount city, NC; Rocky Mount, NC Metro Area","Rocky Mount city, North Carolina (part); Rocky Mount, Rocky Mount",nc,6.79,6.6,7.55,4.46,9.99,12.19,11.47,12.5,13.22,8.84,4.59,1.8,56175,30.46,62.75,0.42,1.38,0.07,1.91,3,86.99,13.01,35918,0.4746
4.06203E+11,"Rolla city, MO; Rolla, MO Micro Area","Rolla city, Missouri (part); Rolla, Rolla",mo,5.33,6.46,5.39,2.99,29.13,14.36,8.75,8.42,8.2,5.86,3.25,1.86,19904,84.71,5.07,0.45,7.37,0,0.17,2.23,94.15,5.85,34024,0.4989
4.06601E+11,"Rome city, GA; Rome, GA Metro Area","Rome city, Georgia (part); Rome, Rome",ga,6.98,6.3,6.85,4.18,11.04,14.41,11.84,12.3,11.29,8.37,4.22,2.23,36340,58.26,27.42,0.48,2.21,0,10.19,1.44,89.22,10.78,36616,0.5012
4.07004E+11,"Roseburg city, OR; Roseburg, OR Micro Area","Roseburg city, Oregon (part); Roseburg, Roseburg",or,5.45,6.18,4.18,4.09,6.46,15.23,9.94,13.12,12.94,11.23,7.32,3.86,22201,92.48,0.74,0.81,1.36,0.04,0.75,3.82,89.53,10.47,41158,0.4551
4.07404E+11,"Roswell city, NM; Roswell, NM Micro Area","Roswell city, New Mexico (part); Roswell, Roswell",nm,7.59,8.38,6.42,4.85,10.63,13.02,11.43,11.19,11.06,8.24,4.94,2.23,48407,78.49,2.15,1.54,1.07,0.08,13.91,2.76,92.3,7.7,41465,0.4699
4.07604E+11,"Ruidoso village, NM; Ruidoso, NM Micro Area","Ruidoso village, New Mexico (part); Ruidoso, Ruidoso",nm,4.6,6.18,4.28,2.35,6.26,10.66,8.91,9.72,19.57,12.95,11.55,2.99,7833,86.65,0.75,2.27,0.88,0,4.71,4.74,93.76,6.24,40032,0.4413
4.07801E+11,"Russellville city, AR; Russellville, AR Micro Area","Russellville city, Arkansas (part); Russellville, Russellville",ar,6.99,6.99,6.04,2.35,22.49,13.82,9.91,10.75,9.51,5.86,3.31,1.98,29136,85.85,6.03,0.46,1.57,0,2.52,3.57,91.29,8.71,35564,0.465
4.08202E+11,"Ruston city, LA; Ruston, LA Micro Area","Ruston city, Louisiana (part); Ruston, Ruston",la,4.89,4.4,5.55,3.66,38.57,12.39,7.82,6.86,5.9,4.38,3.43,2.15,22245,48.02,46.86,0.14,2.6,0,0.85,1.52,88.66,11.34,26637,0.5494
4.08605E+11,"Rutland city, VT; Rutland, VT Micro Area","Rutland city, Vermont (part); Rutland, Rutland",vt,4.67,4.27,5.65,3.56,8.04,12.64,12.15,14.85,14.95,9.35,6.51,3.36,15921,95.81,0.89,0.06,1.66,0,0.18,1.41,94.48,5.52,41502,0.4694
4.09001E+11,"Arden-Arcade CDP, CA; Sacramento--Roseville--Arden-Arcade, CA Metro Area","Arden-Arcade CDP, California (part); Sacramento--Roseville--Arden-Arcade, Sacramento--Roseville--Arden-Arcade",ca,7.05,5.94,6.15,3.31,8.67,15.33,11.62,13.25,12.7,8.16,4.82,3,96898,66.66,9.84,0.88,6.61,0.11,9.34,6.57,86.11,13.89,46617,0.531
4.09001E+11,"Folsom city, CA; Sacramento--Roseville--Arden-Arcade, CA Metro Area","Folsom city, California (part); Sacramento--Roseville--Arden-Arcade, Sacramento--Roseville--Arden-Arcade",ca,6.24,7.07,7.12,4.11,6.24,11.66,16.04,17.62,12.04,6.67,3.6,1.58,74960,70.6,4.58,0.48,15.61,0.39,2.96,5.37,94.37,5.63,102692,0.3868
4.09001E+11,"Rancho Cordova city, CA; Sacramento--Roseville--Arden-Arcade, CA Metro Area","Rancho Cordova city, California (part); Sacramento--Roseville--Arden-Arcade, Sacramento--Roseville--Arden-Arcade",ca,7.59,6.82,7.27,3.34,9,16.76,14.13,12.99,10.51,6.19,3.99,1.41,69482,62.95,9.48,0.61,11.35,1.4,6.16,8.05,89.27,10.73,53360,0.4152
4.09001E+11,"Roseville city, CA; Sacramento--Roseville--Arden-Arcade, CA Metro Area","Roseville city, California (part); Sacramento--Roseville--Arden-Arcade, Sacramento--Roseville--Arden-Arcade",ca,6.39,6.78,6.93,4.27,8.49,12.71,13.65,13.84,11.46,8.02,4.9,2.56,128276,78.06,1.79,0.43,9.59,0.24,4.41,5.48,93.51,6.49,78446,0.4155
4.09001E+11,"Sacramento city, CA; Sacramento--Roseville--Arden-Arcade, CA Metro Area","Sacramento city, California (part); Sacramento--Roseville--Arden-Arcade, Sacramento--Roseville--Arden-Arcade",ca,6.85,6.87,6.2,3.83,10.34,17.31,13.14,12.08,11.3,6.93,3.36,1.79,484530,49.66,13.69,0.68,18.43,1.51,9.39,6.64,89.54,10.46,52071,0.4717
4.094E+11,"Safford city, AZ; Safford, AZ Micro Area","Safford city, Arizona (part); Safford, Safford",az,7.25,8.89,7.64,5.62,9.99,14.99,8.89,10.83,10.41,8.1,4.76,2.63,9616,92.3,1.33,1.47,0.89,0,2.77,1.24,87.52,12.48,49161,0.4067
4.09803E+11,"Saginaw city, MI; Saginaw, MI Metro Area","Saginaw city, Michigan (part); Saginaw, Saginaw",mi,6.67,7.34,7.14,4.69,11.3,12.28,12.24,13.4,12.66,6.66,3.59,2.04,49892,45.68,43.53,0.34,0.57,0.09,3.94,5.84,82.27,17.73,28871,0.4529
4.10603E+11,"St. Cloud city, MN (part); St. Cloud, MN Metro Area","St. Cloud city, Minnesota (part); St. Cloud, St. Cloud",mn,6.47,6.13,4.51,3.11,22.13,14.93,11.07,10.62,10.29,6.27,3.1,1.37,59817,82.16,10.29,0.87,2.86,0.03,0.92,2.87,92.88,7.12,45444,0.4499
4.11005E+11,"St. George city, UT; St. George, UT Metro Area","St. George city, Utah (part); St. George, St. George",ut,7.33,7.73,7.22,4.23,10.67,12.02,10.1,9.1,10.65,10.64,7.24,3.07,78573,89.38,0.91,1.17,0.62,1.04,4.29,2.58,94.65,5.35,51228,0.4419
4.11403E+11,"St. Joseph city, MO; St. Joseph, MO-KS Metro Area","St. Joseph city, Missouri (part); St. Joseph, St. Joseph",mo,6.85,6.53,6.15,3.59,10.7,15.02,12.25,12.75,11.91,7.62,4.44,2.2,76901,87.69,5.9,0.31,1.15,0.16,0.99,3.8,93.22,6.78,43543,0.4496
4.11803E+11,"St. Charles city, MO; St. Louis, MO-IL Metro Area","St. Charles city, Missouri (part); St. Louis, St. Louis",mo,5.4,5.07,5.1,3.38,14.98,14.96,10.44,13.04,12.82,7.48,5.2,2.15,68341,85.8,6.73,0.21,2.78,0.04,1.02,3.41,95.35,4.65,59059,0.4186
4.11803E+11,"St. Louis city, MO; St. Louis, MO-IL Metro Area","St. Louis city, Missouri (part); St. Louis, St. Louis",mo,6.64,5.45,5.13,3.02,10.6,19.41,12.87,12.77,12.69,6.39,3.48,1.56,316030,45.64,47.9,0.23,3.06,0.05,0.89,2.23,89.37,10.63,36809,0.5186
4.12201E+11,"St. Marys city, GA; St. Marys, GA Micro Area","St. Marys city, Georgia (part); St. Marys, St. Marys",ga,9.42,6.23,6.74,3.74,14.57,14.83,11.02,12.31,10.4,7.43,2.74,0.57,17853,75.78,16.66,1.15,1.42,0.09,1.84,3.06,88.15,11.85,55170,0.4084
4.12604E+11,"St. Marys city, PA; St. Marys, PA Micro Area","St. Marys city, Pennsylvania (part); St. Marys, St. Marys",pa,5.84,4.76,4.42,3.41,7.66,9.45,11.03,16.24,13.95,10.87,9.34,3.02,12748,97.91,0.62,0.34,0.53,0,0.5,0.1,96.37,3.63,49014,0.4181
4.14004E+11,"Salem city, OH (part); Salem, OH Micro Area","Salem city, Ohio (part); Salem, Salem",oh,6.93,8.18,4.8,3.67,8.45,13.44,13.52,11.25,13.03,8.33,5.16,3.22,12071,95.51,1.28,0.09,0.12,0,2,1,90.88,9.12,38624,0.493
4.14204E+11,"Salem city, OR; Salem, OR Metro Area","Salem city, Oregon (part); Salem, Salem",or,6.93,7.02,6.58,4.09,10.94,14.97,12.83,12.14,11.61,7.22,3.59,2.09,161975,81.38,1.35,1.1,2.82,1.07,5.75,6.53,90.99,9.01,49126,0.4351
4.14602E+11,"Salina city, KS; Salina, KS Micro Area","Salina city, Kansas (part); Salina, Salina",ks,6.78,7.05,6.44,3.83,10.29,12.55,12.07,13.03,12.41,8.49,4.82,2.25,47676,86.52,3.6,0.37,2.8,0,3.49,3.22,95.21,4.79,45896,0.4474
4.15001E+11,"Salinas city, CA; Salinas, CA Metro Area","Salinas city, California (part); Salinas, Salinas",ca,8.97,8.78,8.25,4.76,11.18,16.09,13.8,11.05,9.03,4.56,2.28,1.25,155889,63.62,1.54,0.77,6.57,0.08,24.68,2.74,92.7,7.3,52338,0.4091
4.15402E+11,"Salisbury city, MD; Salisbury, MD-DE Metro Area","Salisbury city, Maryland (part); Salisbury, Salisbury",md,7.09,6.74,5.4,3.8,23.15,12.4,11.1,9.95,9.17,5.54,3.81,1.86,32338,53.1,37.89,0.49,3.22,0.2,2.13,2.98,92.33,7.67,37780,0.4522
4.16205E+11,"Salt Lake City city, UT; Salt Lake City, UT Metro Area","Salt Lake City city, Utah (part); Salt Lake City, Salt Lake City",ut,7.03,5.87,5.45,2.83,13.19,21.58,13.28,10.48,9.94,5.92,2.93,1.5,191446,72.83,2.46,1.09,5.6,2.16,13.07,2.78,94.51,5.49,50353,0.5139
4.16605E+11,"San Angelo city, TX; San Angelo, TX Metro Area","San Angelo city, Texas (part); San Angelo, San Angelo",tx,7.08,6.81,6.43,3.48,13.54,15.88,10.68,10.73,11.04,7.69,4.72,1.9,98694,85.19,4.99,0.35,1.47,0.04,5.81,2.16,95.81,4.19,45481,0.4667
4.17005E+11,"New Braunfels city, TX; San Antonio-New Braunfels, TX Metro Area","New Braunfels city, Texas (part); San Antonio-New Braunfels, San Antonio-New Braunfels",tx,7.33,7.47,8.11,3.91,8.36,14.31,13.77,12.33,10.46,7.66,4.13,2.16,67097,89.92,2.66,0.19,1.3,0.02,3.46,2.44,95.59,4.41,61618,0.3946
4.17005E+11,"San Antonio city, TX; San Antonio-New Braunfels, TX Metro Area","San Antonio city, Texas (part); San Antonio-New Braunfels, San Antonio-New Braunfels",tx,7.23,7.21,7.03,4.24,11.12,15.9,12.99,12.38,10.46,6.49,3.52,1.42,1439358,78.79,7.12,0.74,2.74,0.07,7.97,2.57,92.87,7.13,48183,0.4631
4.17401E+11,"Carlsbad city, CA; San Diego-Carlsbad, CA Metro Area","Carlsbad city, California (part); San Diego-Carlsbad, San Diego-Carlsbad",ca,5.59,6.6,7.04,3.62,6.3,10.9,14.6,16.4,13.31,8.69,4.49,2.46,112008,84.41,1.11,0.26,7.59,0.15,2.32,4.15,93.93,6.07,97145,0.4512
4.17401E+11,"San Diego city, CA; San Diego-Carlsbad, CA Metro Area","San Diego city, California (part); San Diego-Carlsbad, San Diego-Carlsbad",ca,6.29,5.64,5.35,3.38,12.1,18.5,13.56,12.6,10.75,6.64,3.53,1.67,1374812,64.64,6.41,0.52,16.79,0.42,6.35,4.87,92.27,7.73,68117,0.472
